name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: Custom Map Divide and Fight ROOM 11       id:1179618 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Clan BaT CaN DoI                          id:1179619 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AOE I : Vietnam ROOM 21                   id:1179620 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 20                   id:1179621 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 19                   id:1179622 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Solo Random Room 05               id:1179623 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Cung R Room 04                    id:1179624 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Cung R Room 03                    id:1179625 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 20                    id:1179626 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 19                    id:1179627 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA LoD ROOM 16 v1.24e           id:1179628 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:10 
name: Vietnam DotA LoD ROOM 17 v1.24e           id:1179629 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:10 
name: Vietnam DotA Pro Skynet ROOM v1.24e       id:1179630 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:20 
name: Clan DN-Army                              id:1179631 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AOE I: Hoa Binh Room 01                   id:1179632 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 158 v1.24e              id:1179633 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 157 v1.24e              id:1179634 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 156 v1.24e              id:1179635 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 155 v1.24e              id:1179636 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 154 v1.24e              id:1179637 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AoE I: Cao Bằng Room 01                   id:1179638 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA Tournament room 02 v1.24e    id:1179639 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA Tournament room 01 v1.24e    id:1179640 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam Dota room Clan.HuyenThoai         id:1179641 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:3  
name: CLAN HENNESSY                             id:1179642 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DDay clan Hellboys v1.23          id:1179643 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AoE1: Phu Tho ROOM 01                     id:1179644 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AoE1: Quang Ninh ROOM 01                  id:1179645 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Custom Map Divide and Fight ROOM 05       id:1179646 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 04       id:1179647 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Europe DotA LoD Room                      id:1179652 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Ukraine RPG Room 02 (1.26a)               id:1179653 sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: 1.7 GameStation COD4 Room                 id:1179663 sid:6   server:203.117.124.16  gid:1018  game:COD4          ml:1  
name: 1.7 VivaGamers Room                       id:1179664 sid:6   server:203.117.124.16  gid:1018  game:COD4          ml:1  
name: Sweden DotA Room 01                       id:1179667 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:5  
name: India DotA Room 05                        id:1179673 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Gnet Shinobi Wars Room 1                  id:1179683 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Gnet Shinobi Wars Room 01                 id:1179684 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Europe RPG Room 02                        id:1179686 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Czech and Slovakia DotA Room 04           id:1179695 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Bulgaria RPG Room 01 [Moderated]          id:1179696 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:4  
name: Brazil DotA Room 23                       id:1179702 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Northrend Inhouse League Room             id:1179780 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Romania DotA Room 14                      id:1179786 sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Thailand DotA Room 15                     id:1179787 sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Thailand DotA Room 13                     id:1179788 sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: CS1.6 GameStation Room                    id:1179805 sid:6   server:203.117.124.16  gid:1003  game:CS 1.6        ml:1  
name: CS1.6 VivaGamers Room                     id:1179806 sid:6   server:203.117.124.16  gid:1003  game:CS 1.6        ml:1  
name: Peru DotA Room 11                         id:1179819 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 07 (1.24b)                 id:1179820 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 08                     id:1179822 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Kazakhstan RPG Room 1 (1.26a)             id:1179828 sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: India DotA Room 08                        id:1179829 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Kosova DotA Room 01                       id:1179841 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Kingsurf.int Room                         id:1179842 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Italy DotA Room                           id:1179843 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Iran DotA Room 09                         id:1179844 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: International Exclusive Test-Game League Room id:1179845 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Romania DotA Room 10                      id:1179865 sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Hungary DotA Room 01                      id:1179866 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Germany DotaSource.de Room                id:1179872 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Mongolia DotA Room 10                     id:1179876 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: French DotA Room                          id:1179879 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe Tower Defence Room                 id:1179881 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Europe RPG Room 06                        id:1179882 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe RPG Room 04                        id:1179883 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe RPG Room 01                        id:1179884 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe WoW Arena Room 01                  id:1179888 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Europe Football Room                      id:1179890 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Brazil DotA Room 25                       id:1179898 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe RPG Room 12 (Element TD)           id:1179904 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe RPG Room 10 (Element TD)           id:1179905 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: ECDL Room                                 id:1179906 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Dota Pride Public League Room             id:1179907 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: DotA Pride Asia League Room               id:1179908 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 17                         id:1179910 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 15                         id:1179912 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 03 [Moderated]         id:1179913 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:10 
name: Mongolia DotA Room 07                     id:1179914 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe DotA Room 20                       id:1179939 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Indonesia GameStation                     id:1179993 sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Peru RPG Room 02                          id:1244805 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru RPG Room 01                          id:1244806 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 24                         id:1244807 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 23                         id:1244808 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Kazakhstan Room                           id:1244823 sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: 1.7 Iran Room                             id:1244828 sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: IGL Tournament Room 3                     id:1244834 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: IGL Tournament Room 2                     id:1244835 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: Pakistan League Room                      id:1244839 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Pakistan RPG Room 01                      id:1244842 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: ieS Virtual Gaming Room                   id:1244870 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: Sweden DotA Room 10                       id:1244875 sid:2   server:203.117.124.15  gid:1028  game:unknown       ml:1  
name: Mexico DotA Room 05                       id:1244883 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Mexico DotA Room 04                       id:1244884 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe Room 08                            id:1244892 sid:6   server:203.117.124.16  gid:1012  game:WC3/RPG*      ml:1  
name: DotA Pride League Room                    id:1244893 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Canada DotA Room 15                       id:1244894 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Canada DotA Room 14                       id:1244895 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Canada DotA Room 13                       id:1244896 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Brunei DotA Room 02                       id:1244911 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Sweden DotA Room 07                       id:1244912 sid:2   server:203.117.124.15  gid:1028  game:unknown       ml:1  
name: Turkey DotA Room 01 [Moderated]           id:1244913 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe RPG High Level Room                id:1244948 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:5  
name: Team WE Twitter Contest                   id:1244949 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: USA DotA Room 21                          id:1244963 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: USA DotA Room 20                          id:1244964 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: SL - Trophy of Legends Room               id:1244966 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: North American DotA Syndicate Room        id:1244967 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Oceania RPG Room 02                       id:1244968 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: CS Source Vietnam Room                    id:1244969 sid:2   server:203.117.124.15  gid:1016  game:CS Source     ml:1  
name: CS 1.6 Vietnam Room 02                    id:1244970 sid:2   server:203.117.124.15  gid:1003  game:CS 1.6        ml:1  
name: Vietnam Room                              id:1244971 sid:2   server:203.117.124.15  gid:1026  game:COD5          ml:1  
name: Vietnam Room 02                           id:1244972 sid:16  server:203.162.56.76   gid:1006  game:Starcraft     ml:1  
name: Australia DotA Room 18                    id:1244989 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Middle East Room                          id:1244990 sid:2   server:203.117.124.15  gid:1003  game:CS 1.6        ml:1  
name: Vietnam Room                              id:1244991 sid:2   server:203.117.124.15  gid:1034  game:unknown       ml:1  
name: LifeLine Tournament Room                  id:1244995 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: India Room 01                             id:1244996 sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: CS 1.6 Tournament Room                    id:1244997 sid:2   server:203.117.124.15  gid:1003  game:CS 1.6        ml:1  
name: 1.7 Asia Tournament Room                  id:1244998 sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: Asia Tournament Room                      id:1244999 sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Korea Room 04                             id:1245001 sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:2  
name: 1.24 China RPG Room 01                    id:1245017 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: 1.24 China DotA PUB Room 04               id:1245018 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: 1.24 China DotA IH Room                   id:1245019 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Mexico DotA Room 03                       id:1245020 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: USA DotA Room 19                          id:1245023 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: South America Room 02                     id:1245027 sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: Peru DotA Room 18                         id:1245033 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: XP League Room                            id:1245042 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: Cybergamer Room                           id:1245043 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: CS 1.6 Mongolia Room                      id:1245051 sid:2   server:203.117.124.15  gid:1003  game:CS 1.6        ml:2  
name: Ukraine DotA Clan War Room (1.26a)        id:1245053 sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Pakistan DotA Clan War Room               id:1245054 sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: PPLive Race War 2009 Room                 id:1245056 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: GuerillaMethod DotA Public Room           id:1245057 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: NIHL Clanwar Room                         id:1245058 sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: IGL Tournament Room 1                     id:1245059 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: EOG Tournament  Room 02                   id:1245060 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: EOG Tournament  Room 01                   id:1245061 sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
